model_trait,model_trait_description,outcome_id,outcome_description,outcome_content,mapping_tier,sapa_proxy_construct,sapa_source_scales,sapa_item_ids,human_measurement_support_tier,exact_source_group,exact_source_group_size,overlap_item_ids,predictor_min_observed_items,outcome_min_observed_items,eligible_respondent_n,pearson_r,pearson_ci95_low,pearson_ci95_high,spearman_r,spearman_ci95_approx_low,spearman_ci95_approx_high,association_status,unavailable_reason
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_2765,Am happy with my life.,Appraisal,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,226,0.29773607,0.17399623,0.41221981,0.32323646,0.20122419,0.43537181,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_1371,Love life.,Appraisal,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,282,0.28372892,0.17264616,0.38768511,0.26727933,0.15532407,0.37245587,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_1043,Have a lot of fun.,Affect,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,197,0.40018342,0.27581805,0.51137103,0.3816996,0.25553946,0.49507797,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_208,Am often in a bad mood.,Affect,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,265,0.19392504,0.07518326,0.30724409,0.18630573,0.06731836,0.30006796,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_206,Am often down in the dumps.,Affect,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,296,0.20071568,0.08874179,0.30767972,0.20098646,0.08902173,0.30793515,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_1578,Rarely feel depressed.,Affect,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,221,0.22328469,0.09408589,0.3450872,0.20303375,0.07301902,0.32626291,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_875,Feel that my life lacks direction.,Meaning-making,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,287,0.05990066,-0.05627051,0.17447154,0.06128805,-0.0548823,0.17582133,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_285,Am very pleased with myself.,Self-concept,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,277,0.25682976,0.14331215,0.36367718,0.25713746,0.14363483,0.36396303,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_820,Feel comfortable with myself.,Self-concept,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,223,0.16190638,0.03119291,0.28717492,0.16875937,0.03823001,0.29362632,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_1044,Have a low opinion of myself.,Self-concept,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,292,0.16357561,0.04972538,0.27322937,0.16014543,0.04621101,0.26996674,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,284,0.18689144,0.07206735,0.29682644,0.18767138,0.07287139,0.29756333,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_4288,Often feel lonely.,Interpersonal relationships,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,300,0.05480029,-0.05880547,0.16700476,0.07531956,-0.0382475,0.18696572,observed,
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,gregarious,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,q_463;q_1742;q_1803,REDUNDANT / BROAD,4583bafd7c9c,1,,2,1,299,0.40129112,0.30158869,0.4923121,0.39636583,0.29625511,0.48786193,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,HiFWB_composite,frozen_13_item_composite,Composite,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,2,668,-0.23139839,-0.30195615,-0.15831931,-0.23187046,-0.30240944,-0.15880561,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_2765,Am happy with my life.,Appraisal,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,217,-0.29720835,-0.41400499,-0.17078418,-0.30334157,-0.41957499,-0.17732099,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_1371,Love life.,Appraisal,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,278,-0.12856112,-0.24253593,-0.01108579,-0.12303281,-0.23724199,-0.00546897,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_1043,Have a lot of fun.,Affect,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,227,-0.15430709,-0.27891505,-0.02458905,-0.17100946,-0.29466021,-0.0417265,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_208,Am often in a bad mood.,Affect,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,283,-0.33706941,-0.43651139,-0.22949123,-0.32468055,-0.42518198,-0.21627037,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_206,Am often down in the dumps.,Affect,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,266,-0.29685617,-0.40274826,-0.18312271,-0.29671726,-0.40262063,-0.18297549,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_1578,Rarely feel depressed.,Affect,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,250,-0.14594895,-0.26521361,-0.02228548,-0.14814817,-0.26730208,-0.02453207,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_875,Feel that my life lacks direction.,Meaning-making,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,288,-0.18613221,-0.29535759,-0.07210397,-0.18350817,-0.29287577,-0.06940072,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_285,Am very pleased with myself.,Self-concept,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,294,-0.12338428,-0.23446717,-0.00912081,-0.10577596,-0.217536,0.00872178,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_820,Feel comfortable with myself.,Self-concept,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,216,-0.20916428,-0.33334948,-0.0778449,-0.1938552,-0.31909064,-0.0619658,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_1044,Have a low opinion of myself.,Self-concept,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,282,-0.10394106,-0.21809757,0.01302142,-0.10304468,-0.21723441,0.01392734,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,297,-0.08976854,-0.2015218,0.02429179,-0.10545956,-0.2166711,0.00845407,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_4288,Often feel lonely.,Interpersonal relationships,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,291,-0.27094444,-0.37426595,-0.16097826,-0.26411616,-0.36792411,-0.15380578,observed,
hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_832,Feel healthy and vibrant most of the time.,Vitality,close,hostile,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,q_1051;q_630;q_1150,REDUNDANT / BROAD,5913afb8dc85,1,,2,1,275,-0.12321781,-0.23803251,-0.00500683,-0.12407668,-0.23885513,-0.00587901,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,HiFWB_composite,frozen_13_item_composite,Composite,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,2,764,-0.23648225,-0.30234027,-0.1683772,-0.22822759,-0.2943913,-0.1598865,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_2765,Am happy with my life.,Appraisal,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,234,-0.05499497,-0.18195769,0.07377138,0.00217954,-0.12610176,0.13038915,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_1371,Love life.,Appraisal,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,325,-0.03968521,-0.14783916,0.06940669,-0.04857289,-0.15653792,0.06053926,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_1043,Have a lot of fun.,Affect,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,248,-0.02852077,-0.15254595,0.09638881,-0.01930079,-0.14352286,0.10552005,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_208,Am often in a bad mood.,Affect,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,326,-0.20071327,-0.30273786,-0.09414074,-0.20743126,-0.30909177,-0.10108388,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_206,Am often down in the dumps.,Affect,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,331,-0.27266771,-0.36960408,-0.16986014,-0.26279305,-0.36038405,-0.15951149,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_1578,Rarely feel depressed.,Affect,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,232,-0.23473822,-0.35286829,-0.10924238,-0.23365999,-0.35186913,-0.10811505,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_875,Feel that my life lacks direction.,Meaning-making,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,335,-0.30571798,-0.39977579,-0.20528899,-0.30405207,-0.39823156,-0.2035291,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_285,Am very pleased with myself.,Self-concept,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,299,-0.09813606,-0.20923723,0.01546643,-0.08574246,-0.19725432,0.02795979,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_820,Feel comfortable with myself.,Self-concept,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,256,-0.2152275,-0.32914426,-0.09513589,-0.19702581,-0.31208906,-0.07626608,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_1044,Have a low opinion of myself.,Self-concept,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,332,-0.23152093,-0.33091218,-0.12704934,-0.21845503,-0.31860115,-0.11348583,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,322,-0.29201006,-0.38889647,-0.18873525,-0.29097648,-0.38793733,-0.18764569,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_4288,Often feel lonely.,Interpersonal relationships,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,335,-0.18183514,-0.28346602,-0.07616514,-0.16871696,-0.27097217,-0.06269639,observed,
impulsive,Acts on immediate desires without considering consequences or alternatives.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,impulsive,HEXACO:H:C:PR;IPIPneo:C6:CA,q_22;q_35;q_636,HIGH HUMAN-MEASUREMENT SUPPORT,eab3474f10bb,1,,2,1,312,-0.13897162,-0.24621098,-0.02837072,-0.11943902,-0.22746105,-0.00851323,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,HiFWB_composite,frozen_13_item_composite,Composite,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,2,369,-0.08465506,-0.18514694,0.01758898,-0.05995312,-0.16105935,0.04239842,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_2765,Am happy with my life.,Appraisal,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,119,-0.2040217,-0.37041452,-0.0249421,-0.15294666,-0.32402197,0.02781462,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_1371,Love life.,Appraisal,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,158,-0.17295816,-0.32044463,-0.01728463,-0.09511553,-0.24757896,0.06194475,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_1043,Have a lot of fun.,Affect,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,104,-0.2024444,-0.38020888,-0.01025604,-0.13258016,-0.31707245,0.06158043,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_208,Am often in a bad mood.,Affect,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,163,-0.06973624,-0.22108671,0.08489431,-0.08226905,-0.23304239,0.07236662,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_206,Am often down in the dumps.,Affect,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,141,-0.25050483,-0.39928211,-0.08887306,-0.25453782,-0.40289679,-0.09314505,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_1578,Rarely feel depressed.,Affect,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,126,-0.05353932,-0.22632683,0.12251487,-0.06341503,-0.23570755,0.1127424,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_875,Feel that my life lacks direction.,Meaning-making,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,160,-0.13943003,-0.28835066,0.01607651,-0.14707302,-0.29548881,0.00827455,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_285,Am very pleased with myself.,Self-concept,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,159,-0.05362404,-0.20753903,0.10288187,-0.03568829,-0.19027854,0.12062899,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_820,Feel comfortable with myself.,Self-concept,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,123,-0.00152587,-0.178512,0.1755559,0.02103875,-0.15657879,0.1973381,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_1044,Have a low opinion of myself.,Self-concept,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,165,-0.01559596,-0.16797928,0.13751529,-0.01067734,-0.1631947,0.14233844,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,167,0.04434994,-0.10824268,0.19490085,0.02700331,-0.12537442,0.1781364,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_4288,Often feel lonely.,Interpersonal relationships,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,161,0.10069818,-0.05483068,0.25145648,0.0829856,-0.0726214,0.23464855,observed,
independent,Encourages self-reliance and personal responsibility in decision-making.,q_832,Feel healthy and vibrant most of the time.,Vitality,close,independent,EPQr:EPQ:P;HEXACO:H:E:D,q_4244;q_463,REDUNDANT / BROAD,5c498cac7900,1,,2,1,158,0.10434987,-0.05264825,0.25631401,0.15785309,0.00175605,0.30644049,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,HiFWB_composite,frozen_13_item_composite,Composite,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,2,1008,0.22963405,0.1703023,0.28730678,0.22816095,0.16879244,0.28587992,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_2765,Am happy with my life.,Appraisal,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,329,0.21953276,0.11411356,0.3200632,0.20146202,0.09541247,0.30298977,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_1371,Love life.,Appraisal,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,405,0.18340431,0.08752458,0.27591714,0.19558288,0.10004566,0.28754664,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_1043,Have a lot of fun.,Affect,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,307,0.22369933,0.11462923,0.32744042,0.22871199,0.11983961,0.3321488,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_208,Am often in a bad mood.,Affect,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,398,0.07982039,-0.01862378,0.17673176,0.09028894,-0.00808082,0.18692795,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_206,Am often down in the dumps.,Affect,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,398,0.19373672,0.0972915,0.2865772,0.17878883,0.08193069,0.27230128,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_1578,Rarely feel depressed.,Affect,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,279,0.15356423,0.03679613,0.2661955,0.11761327,0.00018415,0.23184282,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_875,Feel that my life lacks direction.,Meaning-making,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,407,0.15577476,0.05947131,0.24920527,0.1683448,0.07232435,0.26127334,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_285,Am very pleased with myself.,Self-concept,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,401,0.18586172,0.08956262,0.27871794,0.19393185,0.09786113,0.28642149,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_820,Feel comfortable with myself.,Self-concept,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,288,0.2442209,0.1323781,0.34992307,0.25834364,0.14715825,0.36308173,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_1044,Have a low opinion of myself.,Self-concept,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,382,0.17433378,0.07531337,0.26994957,0.16388579,0.06461042,0.25994902,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,402,0.20615816,0.11058064,0.29795746,0.21022699,0.11477982,0.30182813,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_4288,Often feel lonely.,Interpersonal relationships,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,398,0.11809214,0.02002657,0.2139071,0.10530849,0.00708378,0.20152047,observed,
innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,innovative,IPIP100:B5:O;HEXACO:H:O:C;PS:PS:P,q_1392;q_2745;q_516,MODERATE SUPPORT,ed7b7f58a988,1,,2,1,434,0.19724289,0.10506489,0.28606049,0.19995581,0.10785719,0.28865159,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",HiFWB_composite,frozen_13_item_composite,Composite,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,2,424,-0.03351706,-0.12834072,0.06191389,-0.01253577,-0.10764059,0.08279639,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_2765,Am happy with my life.,Appraisal,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,135,-0.09105235,-0.25607013,0.079122,-0.09086918,-0.25589753,0.07930554,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_1371,Love life.,Appraisal,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,200,-0.07946151,-0.21582317,0.05994032,-0.04553687,-0.18312096,0.09379674,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_1043,Have a lot of fun.,Affect,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,153,-0.057851,-0.21455954,0.10176126,-0.00772439,-0.16619881,0.15113899,observed,
