provenance_group,model_id,entity_type,entity_name,run_id,classification,source,source_revision,bytes,tensor_shape,dtype,sample_axis,n_responses,n_retained,layer_hook,token_pooling,prompt_question_ids,polarity,filtering,existing_scores,sample_response_link,access_status,distribution_scope,notes
original-study release,Qwen/Qwen3-32B,persona,aberration,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/aberration.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,robot,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,rogue,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,romantic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,saboteur,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,sage,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,scheduler,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,scholar,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,scientist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,scout,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,screener,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,secretary,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,shaman,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,shapeshifter,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,simulacrum,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,skeptic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,smuggler,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,sociologist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,soldier,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,sommelier,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,specialist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,spirit,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,spy,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,statistician,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,stoic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,strategist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,student,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,summarizer,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,supervisor,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,surfer,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,survivor,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,swarm,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,symbiont,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,synthesizer,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,teacher,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,technologist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,teenager,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,theorist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,therapist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,toddler,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,traditionalist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,Qwen/Qwen3-32B,persona,trainer,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
