model,trait,component,retained,trait_loading,trait_weight,supported_consensus_axis
Gemma,subversive,C12,True,0.023613092692555,0.0269337742890608,False
Qwen,supportive,C12,True,-0.0661274992633211,0.0443767287131402,False
Llama,supportive,C12,True,-0.0095790222667534,0.061009492045388,False
Gemma,supportive,C12,True,0.0298750921269672,0.0073981902519404,False
Qwen,sycophantic,C12,True,-0.211800607555492,-0.1083371474378302,False
Llama,sycophantic,C12,True,-0.0274931148119418,-0.1090093336304924,False
Gemma,sycophantic,C12,True,0.1082266319704045,-0.01919317615622,False
Qwen,systems_thinker,C12,True,-0.0900129014691683,0.0445822661130195,False
Llama,systems_thinker,C12,True,-0.0054468495973562,-0.058809013943072,False
Gemma,systems_thinker,C12,True,-0.094501779530067,-0.0192068267555116,False
Qwen,tactful,C12,True,-0.0375941519573404,-0.0163820012027581,False
Llama,tactful,C12,True,-0.1012004067878425,-0.0210248697892869,False
Gemma,tactful,C12,True,0.0540822395970776,-0.0148268232805534,False
Qwen,technical,C12,True,0.2485612779949705,-0.0277681008827197,False
Llama,technical,C12,True,-0.0660182073815255,-0.039142663101632,False
Gemma,technical,C12,True,-0.1230673685413538,-0.0268114310238721,False
Qwen,temperamental,C12,True,-0.0695230794570573,-0.0761415744903208,False
Llama,temperamental,C12,True,0.0263755836045718,-0.0920034663438552,False
Gemma,temperamental,C12,True,-0.0936504267502958,-0.0586386905914022,False
Qwen,theatrical,C12,True,0.0327385432850269,0.0820928307850026,False
Llama,theatrical,C12,True,0.0920671464970335,0.0153245231881662,False
Gemma,theatrical,C12,True,-0.0379768011726099,0.0422676738424439,False
Qwen,theoretical,C12,True,0.1102840521937603,0.0476239069051564,False
Llama,theoretical,C12,True,0.0762391374390744,-0.0028776635121516,False
Gemma,theoretical,C12,True,-0.0801720768281988,0.0192543331934026,False
Qwen,traditional,C12,True,0.1438441174092615,0.121053335155219,False
Llama,traditional,C12,True,-0.2413383081728465,0.0437564418112626,False
Gemma,traditional,C12,True,0.0810226764322727,0.0543654629310412,False
Qwen,transparent,C12,True,0.1732677718723194,0.044964784014323,False
Llama,transparent,C12,True,-0.0790498573343471,0.0281273474861387,False
Gemma,transparent,C12,True,0.0469738130994314,0.0134005816849326,False
Qwen,understated,C12,True,-0.0524926312152224,0.0910997458902109,False
Llama,understated,C12,True,-0.0501476125945041,-0.0334397958247818,False
Gemma,understated,C12,True,0.1217544414746225,-0.0143984230566037,False
Qwen,universalist,C12,True,-0.0009961257901676,-0.1274028428542681,False
Llama,universalist,C12,True,-0.1172912596362869,-0.1036092788689708,False
Gemma,universalist,C12,True,-0.2904580769911691,-0.1315538853363091,False
Qwen,urgent,C12,True,0.0531185187398089,-0.1323023215429422,False
Llama,urgent,C12,True,-0.071390913131832,-0.110679179110044,False
Gemma,urgent,C12,True,-0.1359372499901323,-0.0616787901874166,False
Qwen,utilitarian,C12,True,0.1058028174695411,-0.2207867285680395,False
Llama,utilitarian,C12,True,-0.1717890275321262,-0.0956218637745762,False
Gemma,utilitarian,C12,True,-0.1070759680514742,-0.0843335264379607,False
Qwen,verbose,C12,True,0.229036161239632,-0.0727044520244948,False
Llama,verbose,C12,True,-0.0765649381348851,-0.1187901053837041,False
Gemma,verbose,C12,True,-0.424113652337195,-0.1224055184806052,False
Qwen,vindictive,C12,True,0.2364876717691992,0.0933958654756207,False
Llama,vindictive,C12,True,0.1017133780237571,0.1126985994356882,False
Gemma,vindictive,C12,True,-0.1189852938290093,-0.086679867870251,False
Qwen,visceral,C12,True,-0.1717086187986218,-0.0631129711363466,False
Llama,visceral,C12,True,0.0718346047678117,-0.0360750900614468,False
Gemma,visceral,C12,True,-0.0341970910507753,-0.0428230401636152,False
Qwen,whimsical,C12,True,-0.0379101849813371,0.0715895241341503,False
Llama,whimsical,C12,True,0.1325137228062244,0.0517726167929756,False
Gemma,whimsical,C12,True,-0.0157636941738369,0.059177733536713,False
Qwen,witty,C12,True,-0.0067294740224508,0.1010351950956097,False
Llama,witty,C12,True,0.2259152820435591,0.1541680541047665,False
Gemma,witty,C12,True,0.0067146515385366,0.0486983290744688,False
Qwen,wry,C12,True,0.1106127368436188,0.1011664991302203,False
Llama,wry,C12,True,0.1123242849505339,0.0416253179595754,False
Gemma,wry,C12,True,-0.0859015843515928,0.029149922228261,False
Qwen,zealous,C12,True,-0.0523821831020806,0.05283934443504,False
Llama,zealous,C12,True,0.1510710920059278,0.0322900763516801,False
Gemma,zealous,C12,True,-0.0459965373541272,0.0468838064575581,False
Qwen,absolutist,C13,True,-0.060896605689656,-0.1408759260618965,False
Llama,absolutist,C13,True,-0.1516690131502355,-0.0938787318117938,False
Gemma,absolutist,C13,True,-0.0559747970223881,-0.0940838948334256,False
Qwen,abstract,C13,True,-0.1429173817855679,-0.0570960855057824,False
Llama,abstract,C13,True,0.096374512366522,-0.0649018659920433,False
Gemma,abstract,C13,True,-0.0048770332756995,-0.0461582515351652,False
Qwen,accessible,C13,True,0.0708623677935579,-0.0479084870219152,False
Llama,accessible,C13,True,0.0153931657988481,0.0964614978291172,False
Gemma,accessible,C13,True,-0.0407289356557152,0.0503315470790963,False
Qwen,accommodating,C13,True,0.120590299272299,0.0295784729056119,False
Llama,accommodating,C13,True,0.0602157272388299,0.0427940115242871,False
Gemma,accommodating,C13,True,-0.1190403939838879,0.0037379857047875,False
Qwen,acerbic,C13,True,0.0355482928412937,0.1705938688266378,False
Llama,acerbic,C13,True,0.04269881832471,0.1298588231092155,False
Gemma,acerbic,C13,True,0.0736043309917797,0.1564595459006039,False
Qwen,adaptable,C13,True,0.034058214557535,-0.0019921142200703,False
Llama,adaptable,C13,True,0.129391134070664,0.0795218651119456,False
Gemma,adaptable,C13,True,-0.0303546654348039,0.0184131718476742,False
Qwen,adventurous,C13,True,-0.0190159490486289,-0.0841902395948371,False
Llama,adventurous,C13,True,0.079857035189648,-0.0997526258680999,False
Gemma,adventurous,C13,True,-0.1567057300367341,-0.0837086017245001,False
Qwen,agreeable,C13,True,0.0311508291678225,-0.0090893274510159,False
Llama,agreeable,C13,True,0.0568100452019042,-0.0074424925183706,False
Gemma,agreeable,C13,True,0.0170097777166125,-0.0027282705215528,False
Qwen,altruistic,C13,True,-0.0279967152508074,-0.0868640610251131,False
Llama,altruistic,C13,True,0.0328799163114849,-0.0862179711174116,False
Gemma,altruistic,C13,True,-0.0319139149976301,-0.0654991498675307,False
Qwen,analytical,C13,True,-0.1088261456383716,-0.0430957312857014,False
Llama,analytical,C13,True,0.0205985128710095,0.0150685524441758,False
Gemma,analytical,C13,True,0.1493574574152883,-0.005530134035571,False
Qwen,animated,C13,True,0.0366987823780496,-0.0194807441421653,False
Llama,animated,C13,True,0.113460049966226,-0.0053512110856792,False
Gemma,animated,C13,True,-0.1463927511378698,-0.0496887468829001,False
Qwen,anthropocentric,C13,True,0.0093373237558098,-0.1696124384093381,False
Llama,anthropocentric,C13,True,-0.111950038060017,-0.065850470704659,False
Gemma,anthropocentric,C13,True,-0.0611178152033716,-0.2167624051617809,False
Qwen,anxious,C13,True,-0.0134034479728026,-0.1974765956632445,False
Llama,anxious,C13,True,-0.1321326492908159,-0.1056965022490621,False
Gemma,anxious,C13,True,-0.1477849335100434,-0.1674274762410737,False
Qwen,arrogant,C13,True,0.0017896064146554,0.0770173726699702,False
Llama,arrogant,C13,True,0.0321355922781499,0.1017790164579,False
Gemma,arrogant,C13,True,0.0300666741100337,0.0780165472718307,False
Qwen,artistic,C13,True,0.0134771482544156,-0.019747768259727,False
Llama,artistic,C13,True,0.0989552338773394,-0.0201917317797808,False
Gemma,artistic,C13,True,-0.1186842408586916,-0.036688124947292,False
Qwen,ascetic,C13,True,-0.0913077699513408,-0.0719505542038644,False
Llama,ascetic,C13,True,0.097029576164578,-0.005578607008193,False
Gemma,ascetic,C13,True,-0.006483773978833,-0.0459453523573739,False
Qwen,assertive,C13,True,-0.0101343927345401,-0.0680460533986779,False
Llama,assertive,C13,True,-0.0552933279131908,-0.0572733443602229,False
Gemma,assertive,C13,True,-0.0913815430122032,-0.0448047905902847,False
Qwen,avoidant,C13,True,0.2131464195828026,0.156453290637315,False
Llama,avoidant,C13,True,-0.070976487396077,0.0182277591448781,False
Gemma,avoidant,C13,True,-0.0864211715180829,0.0210847889172023,False
Qwen,benevolent,C13,True,0.0259587766268007,-0.0657496338678465,False
Llama,benevolent,C13,True,0.0395968265988248,-0.0503531610782743,False
Gemma,benevolent,C13,True,-0.0149240887367534,-0.0455995906552313,False
Qwen,big_picture,C13,True,-0.063600523189206,0.0815846272716204,False
Llama,big_picture,C13,True,0.1493027266004673,0.0409051554024814,False
Gemma,big_picture,C13,True,0.0669179852040766,0.0573049916114811,False
Qwen,bitter,C13,True,0.0366567322411181,0.0816757217135713,False
Llama,bitter,C13,True,0.0357747251004111,0.1105637739136867,False
Gemma,bitter,C13,True,-0.0019639027055237,0.0973396550759383,False
Qwen,blunt,C13,True,-0.0810333364567592,-0.1479666622619777,False
Llama,blunt,C13,True,-0.1569789486322207,-0.1050651709347869,False
Gemma,blunt,C13,True,-0.0579078373862058,-0.1262291081575884,False
Qwen,bombastic,C13,True,-0.0315805785306738,0.0538623112326566,False
Llama,bombastic,C13,True,0.0324411413452287,-0.0402033199745838,False
Gemma,bombastic,C13,True,-0.0292801837597957,-0.0268845393191481,False
Qwen,calculating,C13,True,-0.0182268679070764,0.2120748544867211,False
Llama,calculating,C13,True,0.1281302309263519,0.1036669374063878,False
Gemma,calculating,C13,True,0.15253087609121,0.1326439952198241,False
Qwen,callous,C13,True,-0.0009069736565828,0.1327151663045261,False
Llama,callous,C13,True,-0.0219914801136987,0.0958612519724226,False
Gemma,callous,C13,True,0.0646037383659779,0.0848806255378572,False
Qwen,calm,C13,True,-0.0145350191563103,0.0575445824446496,False
Llama,calm,C13,True,0.1096667793837702,0.0961015696864605,False
Gemma,calm,C13,True,0.1198035070910864,0.0887599269782233,False
Qwen,casual,C13,True,0.0617408187430846,-0.0835429868452297,False
Llama,casual,C13,True,-0.0736466470914436,-0.0493239310885732,False
Gemma,casual,C13,True,-0.1367818494521757,-0.0573370534232642,False
Qwen,cautious,C13,True,-0.1365385194782187,0.0621656830646335,False
Llama,cautious,C13,True,0.13190936700941,0.0714096232646417,False
Gemma,cautious,C13,True,0.1130082447828298,0.0171766895381282,False
Qwen,challenging,C13,True,-0.1745156280209599,-0.0529344271668242,False
Llama,challenging,C13,True,0.1135145800414409,-0.0808774431788712,False
Gemma,challenging,C13,True,-0.0485131188685153,-0.0961284842061245,False
Qwen,chaotic,C13,True,-0.0866803838027579,-0.10911802322548,False
Llama,chaotic,C13,True,0.1009604431857918,-0.0561880225303724,False
Gemma,chaotic,C13,True,-0.0987073870306596,0.009722749197772,False
Qwen,charismatic,C13,True,0.0198041528474693,0.0331752467565426,False
Llama,charismatic,C13,True,0.1738656074440227,0.0633743933081294,False
Gemma,charismatic,C13,True,-0.0801804551258922,0.0437785597313143,False
Qwen,chill,C13,True,0.0683636472241698,0.0547015042963279,False
Llama,chill,C13,True,0.1037157979217583,0.0731748199357738,False
Gemma,chill,C13,True,-0.0081043289016147,0.0574391896352321,False
Qwen,circumspect,C13,True,-0.0624815292123382,0.1573089253108538,False
Llama,circumspect,C13,True,0.1801441253343385,0.056034525000492,False
Gemma,circumspect,C13,True,0.1052802347861327,0.1064817027359563,False
Qwen,closure_seeking,C13,True,0.1060272939472212,-0.0045550196043651,False
Llama,closure_seeking,C13,True,-0.1340395380245565,0.1043315374385599,False
Gemma,closure_seeking,C13,True,0.0886261535069738,0.0240153797906776,False
Qwen,collaborative,C13,True,0.0886199701555953,0.0770037677623031,False
Llama,collaborative,C13,True,0.0566123975933735,0.0352595771100304,False
Gemma,collaborative,C13,True,0.0265613514793251,0.0364320271308506,False
Qwen,collectivistic,C13,True,0.0303315699853339,-0.0106738871569294,False
Llama,collectivistic,C13,True,0.0566141086739424,0.0745089970663977,False
Gemma,collectivistic,C13,True,0.0337145530003755,0.058082250709265,False
Qwen,competitive,C13,True,-0.0078050979002057,-0.0913733713859357,False
Llama,competitive,C13,True,-0.088571345373524,-0.0790659440510374,False
Gemma,competitive,C13,True,-0.050637567178081,-0.0400013435169167,False
Qwen,conceptual,C13,True,-0.1293384908578101,-0.068944694318241,False
Llama,conceptual,C13,True,0.0898859072567687,-0.0679088663753366,False
Gemma,conceptual,C13,True,-0.0258021742670562,-0.0718381668652844,False
Qwen,conciliatory,C13,True,0.0191220436907201,0.0231265306036736,False
Llama,conciliatory,C13,True,0.0626757603446479,0.0366128440875234,False
Gemma,conciliatory,C13,True,0.0502896440048601,0.0143184731224147,False
Qwen,concise,C13,True,0.3552123466252361,0.1925766011401949,False
Llama,concise,C13,True,-0.0315139072605241,0.12789053046331,False
Gemma,concise,C13,True,-0.1317182628719125,0.0282684041958368,False
Qwen,condescending,C13,True,0.0302249557921819,0.1531268813137268,False
Llama,condescending,C13,True,0.0412993367944724,0.126831194413014,False
Gemma,condescending,C13,True,0.0421128548607905,0.1229712323898775,False
Qwen,confident,C13,True,0.0268800773585808,-0.0247177602826554,False
Llama,confident,C13,True,-0.0836892934316164,-0.0203199745401967,False
Gemma,confident,C13,True,-0.0235970016648471,-0.0084292790227436,False
Qwen,confrontational,C13,True,-0.0795519997559564,-0.0222191009666314,False
Llama,confrontational,C13,True,-0.0551223785977536,-0.0591063948381057,False
Gemma,confrontational,C13,True,-0.0081411720729934,-0.0775329098213489,False
Qwen,conscientious,C13,True,-0.0802270849780441,0.0292111982283833,False
Llama,conscientious,C13,True,0.1053730612090103,0.0490710183543154,False
Gemma,conscientious,C13,True,0.1134950092453335,0.0479215403323067,False
Qwen,constructivist,C13,True,-0.0173067050669361,0.054471997209979,False
Llama,constructivist,C13,True,0.1976690996844959,0.011355843468497,False
Gemma,constructivist,C13,True,-0.1321655937286593,0.0164407289621331,False
Qwen,contemporary,C13,True,0.076974868319806,0.1343627075741015,False
Llama,contemporary,C13,True,0.0278402814373177,0.1115463068480549,False
Gemma,contemporary,C13,True,0.0402524719137824,0.0630428972813976,False
Qwen,contrarian,C13,True,-0.0697026987882457,0.0559500407387821,False
Llama,contrarian,C13,True,0.1568130486881146,0.043971697368849,False
Gemma,contrarian,C13,True,-0.0141712163920348,0.0354206180185481,False
Qwen,convergent,C13,True,0.0359488590184523,0.0196823567253127,False
Llama,convergent,C13,True,-0.2031725620820364,-0.0193860998850659,False
Gemma,convergent,C13,True,0.0797743809695854,-0.013654471794168,False
Qwen,cosmopolitan,C13,True,-0.1230327469810332,0.1666316484124219,False
Llama,cosmopolitan,C13,True,0.1354405569891122,0.0530695812713761,False
Gemma,cosmopolitan,C13,True,0.0962597969648985,0.0728411779999245,False
Qwen,creative,C13,True,-0.0247308588244145,-0.0047033400154291,False
Llama,creative,C13,True,0.1617292898086423,0.0282292853992144,False
Gemma,creative,C13,True,-0.1044678000260929,0.0073747145039258,False
Qwen,critical,C13,True,-0.1476645531685865,0.069405080689133,False
Llama,critical,C13,True,0.195080907360872,0.0800404213651531,False
Gemma,critical,C13,True,0.0062518488055608,0.0641414574669815,False
Qwen,cruel,C13,True,0.0347412242700899,0.120194507819082,False
Llama,cruel,C13,True,0.0042074488975831,0.1130921992408583,False
Gemma,cruel,C13,True,0.0431843375764138,0.1079278324266143,False
Qwen,cryptic,C13,True,-0.0028379871452616,0.033963822735242,False
Llama,cryptic,C13,True,0.0851302808223801,0.0023140293197441,False
Gemma,cryptic,C13,True,-0.0538930136111094,0.010444142193025,False
Qwen,curious,C13,True,-0.2044852128468243,-0.2389397951033275,False
Llama,curious,C13,True,0.1166634582539557,-0.0293682426784786,False
Gemma,curious,C13,True,-0.1392989748914257,-0.2316899295681895,False
Qwen,cynical,C13,True,-0.0323388783425094,0.1498985309336563,False
Llama,cynical,C13,True,0.1016493595155408,0.2006561186647414,False
Gemma,cynical,C13,True,0.0579040207562612,0.1162129250566518,False
Qwen,data_driven,C13,True,-0.08852291362055,-0.0536470846306164,False
Llama,data_driven,C13,True,-0.1425907080310257,-0.0950627312207686,False
Gemma,data_driven,C13,True,0.11833944113921,-0.036460391998959,False
Qwen,decisive,C13,True,0.0058031689525191,0.051708552719506,False
Llama,decisive,C13,True,0.020211010614354,0.1109387215476193,False
Gemma,decisive,C13,True,0.0531572950463532,0.0455835407748408,False
Qwen,deconstructionist,C13,True,-0.1713852129289352,-0.0250514200512534,False
Llama,deconstructionist,C13,True,0.1752830208460058,0.0005392811240493,False
Gemma,deconstructionist,C13,True,-0.0587750354927738,-0.0310197393812405,False
Qwen,deferential,C13,True,0.0836100829873061,-0.0170633970585536,False
Llama,deferential,C13,True,0.0092046349850656,0.0212344686188348,False
Gemma,deferential,C13,True,0.0134074526555608,-0.0074614500334547,False
Qwen,deontological,C13,True,-0.0985886996678891,-0.2006423256079879,False
Llama,deontological,C13,True,-0.0827020344517578,-0.1822059044382555,False
Gemma,deontological,C13,True,-0.2100569571866242,-0.3670801817929768,False
Qwen,descriptive,C13,True,-0.0541227280344473,-0.0843329021954609,False
Llama,descriptive,C13,True,-0.087550105017786,-0.0956458381610175,False
Gemma,descriptive,C13,True,0.0960510808497537,-0.0413943748095187,False
Qwen,detached,C13,True,-0.0552863642659159,0.0373368858179196,False
Llama,detached,C13,True,-0.0712732344293387,-0.0040304318895317,False
Gemma,detached,C13,True,0.1594351035081369,0.0206574563393135,False
Qwen,deterministic,C13,True,-0.1016656290682072,-0.1375591987035992,False
Llama,deterministic,C13,True,0.021039446929228,-0.0405426648041505,False
Gemma,deterministic,C13,True,-0.0429320189231162,-0.0294527019852933,False
Qwen,diplomatic,C13,True,-0.0103437027583488,-0.0105733516907233,False
Llama,diplomatic,C13,True,0.0429017198667162,-0.0064454863917654,False
Gemma,diplomatic,C13,True,0.0531711596852682,-0.014391415538,False
Qwen,disorganized,C13,True,0.0136748851373383,-0.0841708611000422,False
Llama,disorganized,C13,True,-0.0930652169918126,-0.0814873637730635,False
Gemma,disorganized,C13,True,-0.1237091513823785,-0.0578098627598896,False
Qwen,dispassionate,C13,True,-0.0418833573612264,0.056544650620483,False
Llama,dispassionate,C13,True,-0.0132273166701369,0.0474489347919213,False
Gemma,dispassionate,C13,True,0.1649383932013227,0.0502417640798702,False
Qwen,divergent,C13,True,-0.2503503230884869,-0.0888774179885307,False
Llama,divergent,C13,True,0.1405445340199297,-0.0319692443480277,False
Gemma,divergent,C13,True,0.009550109357864,0.0341754761560412,False
Qwen,dogmatic,C13,True,0.0195220653826434,-0.0209685651308678,False
Llama,dogmatic,C13,True,-0.0958695617945777,-0.0285419025613248,False
Gemma,dogmatic,C13,True,-0.0538157003526021,-0.0399828744117273,False
Qwen,dominant,C13,True,-0.0305623223447109,0.0026468255168704,False
Llama,dominant,C13,True,0.0136461544039603,0.0658449651823929,False
Gemma,dominant,C13,True,0.0635787930349616,0.0074969466064147,False
Qwen,dramatic,C13,True,-0.0120575452554505,-0.0425813061119113,False
Llama,dramatic,C13,True,0.0355987538326992,-0.0823825238486003,False
Gemma,dramatic,C13,True,-0.1084466749135593,-0.064879045828947,False
Qwen,earnest,C13,True,-0.1068045290562258,-0.1964138520329468,False
Llama,earnest,C13,True,0.0272442364383795,-0.103512682327723,False
Gemma,earnest,C13,True,-0.0662015077960677,-0.1688738948933494,False
Qwen,eclectic,C13,True,-0.1546434852323061,-0.1046745552347926,False
Llama,eclectic,C13,True,0.1345980567036667,-0.0186767818174236,False
Gemma,eclectic,C13,True,-0.0792024853353893,-0.0005785530902252,False
Qwen,edgy,C13,True,0.0352952820214949,0.1043148394738116,False
Llama,edgy,C13,True,0.0714962648743842,0.1357050149941996,False
Gemma,edgy,C13,True,0.0049265209054281,0.1278504767506401,False
Qwen,educational,C13,True,-0.1950061674290663,-0.0392495343460818,False
Llama,educational,C13,True,0.0901360520288083,0.0248645236327624,False
Gemma,educational,C13,True,0.1226204597008004,-0.0516933904849691,False
Qwen,efficient,C13,True,0.3659210469631915,0.2468023179290015,False
Llama,efficient,C13,True,-0.046087027402509,0.1157292268806854,False
Gemma,efficient,C13,True,-0.060429827271797,0.1334592315742476,False
Qwen,effusive,C13,True,0.0347170928253789,-0.0659913651357415,False
Llama,effusive,C13,True,-0.089356101584103,-0.1376027457999225,False
Gemma,effusive,C13,True,-0.1643367546156492,-0.0984284439107793,False
Qwen,egalitarian,C13,True,0.0086824262917273,-0.0078609689697832,False
Llama,egalitarian,C13,True,0.1325759971795137,0.0465036091303728,False
Gemma,egalitarian,C13,True,-0.0348270908268956,0.0344619732117642,False
Qwen,elitist,C13,True,-0.0456578074870671,0.0145245285960928,False
Llama,elitist,C13,True,0.0212365032056163,0.0543951248802321,False
Gemma,elitist,C13,True,0.0098826387129903,-0.0077786238602017,False
Qwen,eloquent,C13,True,-0.0235784276633739,0.1582149942863503,False
Llama,eloquent,C13,True,0.1397493216863114,0.0407656944126521,False
Gemma,eloquent,C13,True,0.0045575890074151,0.0332487696568089,False
Qwen,emotional,C13,True,0.0332736184391858,-0.0410316552822182,False
Llama,emotional,C13,True,0.0996903715959766,0.0028931619982242,False
Gemma,emotional,C13,True,-0.1663831566044057,-0.0451585184994354,False
Qwen,empathetic,C13,True,0.0537955969870277,-0.0123697264176319,False
Llama,empathetic,C13,True,0.1277522447747019,0.0457280858507921,False
Gemma,empathetic,C13,True,-0.1123347238047105,0.019806523789078,False
Qwen,enigmatic,C13,True,0.0122354480214972,0.015980910540742,False
Llama,enigmatic,C13,True,0.0817339269999715,0.0010503812897474,False
Gemma,enigmatic,C13,True,-0.062466812543835,0.0234214160327832,False
Qwen,entertaining,C13,True,0.0568858278562756,0.0530532766228429,False
Llama,entertaining,C13,True,0.0784676574193103,0.0768118785743206,False
Gemma,entertaining,C13,True,-0.0779104650413669,0.0557487410392533,False
Qwen,environmental,C13,True,0.008702695399535,0.0826007454603428,False
Llama,environmental,C13,True,0.1889821335587558,0.1491954971429797,False
Gemma,environmental,C13,True,-0.0063147570750866,0.0929134347629569,False
Qwen,epicurean,C13,True,-0.0021904022794008,0.161524756337257,False
Llama,epicurean,C13,True,0.1285248081671571,0.0612145466133836,False
Gemma,epicurean,C13,True,0.007986579422583,0.0523206434477367,False
Qwen,erudite,C13,True,-0.1472077344877308,0.0232380014695621,False
Llama,erudite,C13,True,0.07872041702777,-0.0267176725200273,False
Gemma,erudite,C13,True,0.0804239843629969,-0.002961150511158,False
Qwen,esoteric,C13,True,-0.1060810595768022,-0.0024664028625854,False
Llama,esoteric,C13,True,0.0231847154696382,-0.0726315314542844,False
Gemma,esoteric,C13,True,-0.0093271813645706,-0.0181752776953914,False
Qwen,essentialist,C13,True,-0.0752845243189931,-0.1861216128563249,False
Llama,essentialist,C13,True,-0.1331571925274157,-0.1203413512105536,False
Gemma,essentialist,C13,True,-0.0288034852438932,-0.0955925767717909,False
Qwen,ethereal,C13,True,0.0214031043502147,0.0102561131255791,False
Llama,ethereal,C13,True,0.0842934170016778,0.0098252885272894,False
Gemma,ethereal,C13,True,-0.0670254095507225,0.017803207939796,False
Qwen,evil,C13,True,0.0394164309787859,0.1336441007350479,False
Llama,evil,C13,True,0.0636114874840974,0.1391789347739811,False
Gemma,evil,C13,True,-0.0040842162682469,0.1063910782669645,False
Qwen,existentialist,C13,True,0.0028387263813373,-0.0010572358763384,False
Llama,existentialist,C13,True,0.2059822641500478,0.0361382245733485,False
Gemma,existentialist,C13,True,-0.0598692613170861,0.0567517863777004,False
Qwen,experiential,C13,True,0.0681092157871752,0.0094498377156033,False
Llama,experiential,C13,True,-0.0215510345126127,0.0757160921454545,False
Gemma,experiential,C13,True,-0.054989075036716,0.0410562264099838,False
Qwen,exploratory,C13,True,-0.2358136180316205,-0.0665827290292369,False
Llama,exploratory,C13,True,0.11557437750536,-0.0493216882273266,False
Gemma,exploratory,C13,True,0.0453875912520185,-0.0092870651272898,False
Qwen,extroverted,C13,True,0.064631958020959,-0.0866479218590025,False
Llama,extroverted,C13,True,-0.07136552716921,-0.1530514004641116,False
Gemma,extroverted,C13,True,-0.1732837948164919,-0.1392186895215497,False
Qwen,factual,C13,True,-0.0516793967873465,0.0256113263355669,False
Llama,factual,C13,True,0.0192003788586759,0.0253416862195092,False
Gemma,factual,C13,True,0.0822416585450127,-0.0177146435585749,False
Qwen,fatalistic,C13,True,-0.0118511748827503,0.0044341300428766,False
Llama,fatalistic,C13,True,0.0843623730436095,0.0338913879746306,False
Gemma,fatalistic,C13,True,-0.0159852416940283,0.0560309776616895,False
Qwen,flexible,C13,True,0.0540354978424184,0.0079386606593921,False
Llama,flexible,C13,True,0.0757205727223542,0.027026915216631,False
Gemma,flexible,C13,True,0.0166072273227384,0.0173351671853205,False
Qwen,flippant,C13,True,0.1063019314866906,0.133340733062809,False
Llama,flippant,C13,True,-0.0175525027019544,0.0873308204976802,False
Gemma,flippant,C13,True,-0.0122608962414396,0.1064170661378848,False
Qwen,flirty,C13,True,0.0734773353980809,0.0449600588697796,False
Llama,flirty,C13,True,0.0821179316763613,0.1012765183158972,False
Gemma,flirty,C13,True,-0.0618526975466271,0.08354241234229,False
Qwen,forgiving,C13,True,0.075407201029593,0.0714437320837582,False
Llama,forgiving,C13,True,0.1680465048214247,0.0986600508629732,False
Gemma,forgiving,C13,True,-0.0484539664298133,0.1554594965288688,False
Qwen,formal,C13,True,-0.0514531089707123,0.1101926928372358,False
Llama,formal,C13,True,0.0945178659997282,0.0636555360394623,False
Gemma,formal,C13,True,0.1461402481720208,0.0841354244285967,False
Qwen,formalist,C13,True,-0.0698183875933691,0.0118691720987404,False
Llama,formalist,C13,True,-0.0328009576686195,0.0194982243368888,False
Gemma,formalist,C13,True,0.1298951789551979,-0.0196557424436174,False
Qwen,fundamentalist,C13,True,-0.012686471865638,-0.1223151948089219,False
Llama,fundamentalist,C13,True,-0.1342296713027662,-0.1003136881370326,False
Gemma,fundamentalist,C13,True,-0.0453082839877519,-0.1068712446704305,False
Qwen,futuristic,C13,True,-0.1084311240052462,-0.1219695061611018,False
Llama,futuristic,C13,True,0.0854726779203564,-0.0196146816505883,False
Gemma,futuristic,C13,True,-0.1528443617096664,-0.1473175480993649,False
Qwen,generalist,C13,True,-0.1495646506257928,-0.06267754361083,False
Llama,generalist,C13,True,0.0656531767507395,-0.0542134048204596,False
Gemma,generalist,C13,True,-0.0141825397745283,-0.069442342730747,False
Qwen,generous,C13,True,-0.3149727479226575,-0.0034854708283462,False
Llama,generous,C13,True,0.1194254074315317,0.0201142096535637,False
Gemma,generous,C13,True,0.1156792187306444,0.0390925592275878,False
Qwen,goofy,C13,True,0.0769642014935221,0.0941388998222247,False
Llama,goofy,C13,True,-0.0015974659150169,0.072053845678857,False
Gemma,goofy,C13,True,-0.0378175724332061,0.0765786694875915,False
Qwen,grandiose,C13,True,-0.034265308544765,-0.004283426794019,False
Llama,grandiose,C13,True,0.0529881968864519,-0.0035192702528251,False
Gemma,grandiose,C13,True,-0.0405120907643936,-0.0140256749902674,False
Qwen,gregarious,C13,True,0.0675763477160002,-0.0627808731051187,False
Llama,gregarious,C13,True,-0.0048615216248743,-0.0879658250787659,False
Gemma,gregarious,C13,True,-0.1352747495644326,-0.0806193202665827,False
Qwen,grounded,C13,True,0.0831512599459705,0.0345330220332053,False
Llama,grounded,C13,True,-0.1018004324135737,0.0306980235616441,False
Gemma,grounded,C13,True,0.0676693627607942,0.0172055568734641,False
Qwen,hedonistic,C13,True,0.1123318061418128,0.1283403706800817,False
Llama,hedonistic,C13,True,0.0319384835112818,0.0851062655052946,False
Gemma,hedonistic,C13,True,-0.0740825287937581,0.0671879089095125,False
Qwen,historical,C13,True,-0.2341347174304236,-0.3105735410645062,False
Llama,historical,C13,True,-0.030151966561777,-0.1381487952042965,False
Gemma,historical,C13,True,-0.0906313627171914,-0.1869902279530648,False
